Symbol,Price~,Type,Strike,Exp Date,DTE,Bid,Mid,Ask,Last,Volume,Open Int,Vol/OI,IV,Delta,Time
COIN,278.71,Call,277.50,2024-12-27,7,9.1,9.75,10.4,9.8,511,222,2.3,58.98%,0.541761,15:58 ET
NFLX,909.05,Put,875.00,2024-12-27,7,2.61,2.91,3.2,2.9,705,307,2.3,28.17%,-0.154202,15:59 ET
DJT,34.71,Put,34.00,2024-12-27,7,0.76,0.85,0.93,0.87,744,323,2.3,63.41%,-0.386797,15:59 ET
MARA,19.96,Call,20.00,2025-01-10,21,1.9,2.2,2.49,2.0,775,337,2.3,104.69%,0.550955,15:52 ET
PYPL,87.13,Put,89.00,2024-12-27,7,2.21,2.31,2.41,2.41,819,356,2.3,27.01%,-0.704586,15:59 ET
V,317.71,Put,317.50,2024-12-20,0,0.04,0.22,0.39,0.19,1037,450,2.3,4.47%,-0.373686,2024-12-20
KNTK,57.76,Call,60.00,2025-01-17,28,1.3,1.67,2.05,1.2,1084,472,2.3,40.94%,0.387404,2024-12-20
AMZN,224.92,Call,217.50,2024-12-27,7,8.4,8.8,9.2,8.45,1225,533,2.3,27.50%,0.822056,15:57 ET
ENPH,71.45,Call,76.00,2024-12-27,7,0.51,0.55,0.59,0.57,546,238,2.29,51.36%,0.206039,15:57 ET
CVNA,224.46,Put,190.00,2024-12-27,7,1.44,1.77,2.09,1.43,759,332,2.29,103.46%,-0.107377,2024-12-20
COST,954.07,Put,955.00,2024-12-27,7,7.15,8.05,8.95,8.23,878,383,2.29,15.34%,-0.503053,15:59 ET
DVN,30.77,Call,31.00,2024-12-27,7,0.3,0.34,0.38,0.39,1092,476,2.29,25.87%,0.42812,2024-12-20
EOSE,4.57,Call,4.50,2024-12-27,7,0.16,0.22,0.27,0.25,1459,638,2.29,84.29%,0.578534,15:58 ET
SOUN,21.75,Put,19.00,2024-12-27,7,0.6,0.69,0.77,0.6,2010,876,2.29,144.65%,-0.21768,15:59 ET
BRK.B,453.2,Call,455.00,2024-12-20,0,0.01,0.03,0.06,0.11,2147,938,2.29,4.96%,0.068195,2024-12-20
MU,90.12,Call,91.00,2024-12-27,7,1.18,1.31,1.43,1.4,2207,964,2.29,35.50%,0.437498,15:59 ET
CVNA,224.46,Put,150.00,2025-02-21,63,4.7,5.83,6.95,4.95,663,291,2.28,91.70%,-0.102674,2024-12-20
MSFT,436.6,Put,442.50,2024-12-27,7,6.3,6.93,7.55,7.72,1694,743,2.28,13.89%,-0.750833,15:56 ET
MARA,19.96,Put,18.50,2024-12-27,7,0.36,0.38,0.39,0.39,2074,908,2.28,89.65%,-0.248188,15:58 ET
GOOGL,191.41,Call,190.00,2024-12-27,7,3.4,3.5,3.6,3.5,10471,4621,2.27,25.13%,0.59975,15:59 ET
NVDA,134.7,Call,131.00,2024-12-27,7,5.2,5.35,5.5,5.4,14479,6365,2.27,42.68%,0.696955,15:59 ET
MSTR,364.2,Put,175.00,2024-12-27,7,0.34,0.41,0.48,0.42,1201,529,2.27,241.85%,-0.009187,15:59 ET
RILY,4.98,Put,5.00,2024-12-27,7,0.15,0.25,0.35,0.35,2601,1144,2.27,118.67%,-0.487376,15:59 ET
UPST,68.4,Call,75.00,2024-12-27,7,0.63,0.74,0.85,0.83,772,341,2.26,76.99%,0.211111,15:59 ET
SIRI,23.08,Put,20.00,2025-03-21,90,0.84,1.1,1.36,1.1,2436,1077,2.26,54.88%,-0.252257,15:35 ET
ACHR,9.49,Call,9.00,2025-01-10,21,1.0,1.2,1.4,1.3,2747,1213,2.26,116.16%,0.632721,2024-12-20
QBTS,6.44,Call,10.00,2024-12-27,7,0.15,0.18,0.2,0.18,9745,4305,2.26,272.18%,0.164344,2024-12-20
ACAD,16.87,Call,17.00,2025-01-17,28,0.7,0.85,1.0,0.75,624,277,2.25,42.03%,0.508953,15:58 ET
C,69.19,Call,69.00,2024-12-27,7,0.78,0.9,1.02,0.97,670,298,2.25,22.60%,0.544288,2024-12-20
BTBT,3.35,Call,2.00,2025-05-16,146,1.65,2.18,2.7,1.75,566,253,2.24,140.66%,0.851807,15:27 ET
FSLR,182.39,Call,270.00,2025-03-21,90,1.68,2.92,4.15,2.23,941,420,2.24,55.12%,0.104318,14:35 ET
GME,29.82,Call,31.50,2024-12-27,7,0.74,0.76,0.78,0.78,1313,587,2.24,86.93%,0.345892,2024-12-20
PEP,152.79,Call,157.50,2024-12-27,7,0.14,0.17,0.19,0.19,2122,951,2.23,17.44%,0.108067,15:54 ET
RGTI,9.37,Call,9.00,2024-12-20,0,0.4,0.63,0.85,0.42,25840,11572,2.23,92.16%,0.807279,15:59 ET
PLTR,80.55,Call,77.00,2024-12-20,0,3.6,3.63,3.65,3.6,37074,16668,2.22,51.72%,0.954982,15:59 ET
META,585.25,Put,450.00,2024-12-27,7,0.1,0.13,0.15,0.14,867,391,2.22,78.43%,-0.006559,15:59 ET
EQT,42.99,Put,40.00,2025-06-20,181,2.64,2.72,2.8,2.68,1022,461,2.22,36.44%,-0.324212,2024-12-20
TEM,35.54,Call,40.00,2025-01-17,28,2.25,2.68,3.1,2.65,1309,589,2.22,108.13%,0.407758,14:16 ET
VKTX,42.25,Call,45.00,2024-12-27,7,0.35,0.65,0.95,0.8,1770,796,2.22,76.75%,0.297386,15:54 ET
COIN,278.71,Call,290.00,2024-12-27,7,4.2,4.78,5.35,5.13,1819,821,2.22,61.56%,0.339817,15:59 ET
AVGO,220.79,Call,74.00,2025-01-17,28,145.3,147.03,148.75,153.5,520,235,2.21,162.24%,0.995434,14:12 ET
MSFT,436.6,Put,185.00,2025-06-20,181,0.1,0.22,0.33,0.25,602,272,2.21,51.19%,-0.004538,15:15 ET
COP,95.12,Put,135.00,2025-01-17,28,37.5,39.45,41.4,39.1,755,341,2.21,102.58%,-0.862492,2024-12-20
DJT,34.71,Call,35.00,2024-12-27,7,1.03,1.17,1.3,1.1,1889,856,2.21,63.68%,0.483924,15:59 ET
PLTR,80.55,Call,84.00,2024-12-27,7,1.34,1.37,1.4,1.37,6710,3033,2.21,60.17%,0.325945,15:59 ET
BABA,82.28,Call,85.00,2024-12-27,7,0.45,0.48,0.5,0.49,5715,2593,2.2,32.03%,0.234579,2024-12-20
TSLA,421.06,Call,410.00,2024-12-27,7,19.25,19.7,20.15,19.85,5927,2700,2.2,58.29%,0.648411,15:59 ET
NVDA,134.7,Call,130.00,2024-12-20,0,4.55,4.88,5.2,4.76,125647,57161,2.2,39.26%,0.960543,15:59 ET
MU,90.12,Call,82.50,2024-12-20,0,5.6,6.65,7.7,7.1,1426,647,2.2,97.41%,0.961863,15:47 ET
MARA,19.96,Put,19.50,2024-12-27,7,0.7,0.72,0.73,0.71,1798,817,2.2,85.26%,-0.396382,15:59 ET
ADBE,447.17,Put,550.00,2025-01-17,28,100.9,102.6,104.3,101.45,566,258,2.19,52.55%,-0.919114,14:39 ET
NFLX,909.05,Put,912.50,2024-12-20,0,2.7,4.33,5.95,2.15,759,346,2.19,11.97%,-0.724381,15:49 ET
MSTR,364.2,Call,395.00,2024-12-27,7,6.7,7.03,7.35,7.15,913,416,2.19,88.51%,0.276254,15:59 ET
AAL,16.88,Put,16.00,2025-01-03,14,0.13,0.15,0.16,0.15,1014,463,2.19,36.37%,-0.212268,15:33 ET
NVDA,134.7,Call,124.00,2025-01-10,21,12.45,13.52,14.6,12.7,2063,942,2.19,44.74%,0.80218,15:53 ET
GOOGL,191.41,Put,172.50,2024-12-27,7,0.16,0.28,0.39,0.16,2074,945,2.19,42.48%,-0.035117,15:59 ET
GOOGL,191.41,Put,187.50,2024-12-27,7,0.93,1.06,1.19,1.17,3927,1794,2.19,26.08%,-0.27135,15:59 ET
SMCI,31.59,Call,37.00,2024-12-27,7,0.17,0.2,0.23,0.21,6557,2989,2.19,89.98%,0.11519,15:59 ET
TSLA,421.06,Call,462.50,2024-12-27,7,2.55,2.66,2.76,2.63,3553,1633,2.18,61.59%,0.14737,15:59 ET
NVDA,134.7,Call,138.00,2024-12-27,7,1.46,1.51,1.55,1.5,28792,13216,2.18,37.30%,0.335087,15:59 ET
MARA,19.96,Put,20.00,2025-02-21,63,3.5,3.55,3.6,3.54,513,235,2.18,109.56%,-0.406903,15:58 ET
RIOT,11.55,Call,15.50,2025-01-03,14,0.1,0.12,0.14,0.12,775,355,2.18,111.08%,0.108342,15:59 ET
CCL,26.8,Put,27.00,2024-12-20,0,0.01,0.22,0.42,0.18,1370,629,2.18,55.36%,-0.597272,2024-12-20
WMT,92.24,Call,92.00,2024-12-27,7,0.96,0.99,1.01,0.96,1445,664,2.18,15.69%,0.564759,2024-12-20
BIDU,85.8,Call,90.00,2024-12-27,7,0.07,0.18,0.29,0.26,811,374,2.17,30.91%,0.141249,15:57 ET
SMCI,31.59,Call,31.00,2024-12-27,7,1.29,1.57,1.84,1.7,925,426,2.17,79.28%,0.592759,15:57 ET
MSFT,436.6,Call,440.00,2024-12-27,7,2.7,2.84,2.98,2.88,16000,7374,2.17,17.53%,0.39073,15:59 ET
HUM,247.1,Call,330.00,2025-06-20,181,9.7,10.95,12.2,12.6,503,233,2.16,47.77%,0.256308,2024-12-20
TSLA,421.06,Call,532.50,2024-12-27,7,0.04,0.19,0.35,0.35,554,257,2.16,80.74%,0.020879,15:59 ET
CLSK,11.14,Call,11.00,2025-07-18,209,3.3,3.78,4.25,4.15,747,346,2.16,123.82%,0.694398,15:50 ET
IREN,11.81,Put,6.00,2025-03-21,90,0.2,0.25,0.3,0.25,1008,466,2.16,113.76%,-0.067021,14:33 ET
BA,177.35,Call,185.00,2025-01-03,14,1.51,1.96,2.4,2.15,1071,495,2.16,35.96%,0.285879,2024-12-20
BAC,44.17,Call,43.50,2024-12-20,0,0.21,0.72,1.22,0.64,1343,623,2.16,92.60%,0.634171,2024-12-20
IONQ,44.42,Call,55.00,2024-12-27,7,0.57,0.64,0.71,0.63,1352,627,2.16,138.06%,0.154486,2024-12-20
CLSK,11.14,Call,11.00,2025-02-21,63,2.22,2.31,2.4,2.27,545,254,2.15,119.18%,0.61354,15:33 ET
AAPL,254.49,Put,257.50,2024-12-27,7,3.15,3.58,4.0,3.57,678,316,2.15,12.69%,-0.740985,15:59 ET
MSTR,364.2,Put,355.00,2024-12-27,7,12.2,12.65,13.1,12.52,900,419,2.15,84.83%,-0.388671,15:59 ET
GOLD,15.46,Put,15.50,2024-12-27,7,0.19,0.31,0.43,0.22,1330,618,2.15,23.65%,-0.521116,2024-12-20
FDX,275.73,Call,275.00,2024-12-20,0,0.47,0.9,1.32,0.85,1855,862,2.15,6.26%,0.799118,2024-12-20
MU,90.12,Call,90.00,2024-12-27,7,1.82,1.87,1.92,1.84,10005,4643,2.15,35.06%,0.526979,15:59 ET
DLTR,72.94,Put,130.00,2025-01-17,28,54.9,57.05,59.2,58.2,10350,4803,2.15,148.12%,-0.889237,14:39 ET
NKE,76.94,Call,80.00,2024-12-27,7,0.16,0.18,0.2,0.16,7120,3325,2.14,24.05%,0.127075,2024-12-20
INTC,19.52,Put,16.00,2025-01-17,28,0.11,0.12,0.13,0.13,12243,5734,2.14,56.41%,-0.086742,15:52 ET
COST,954.07,Put,960.00,2024-12-27,7,9.8,11.03,12.25,10.65,944,441,2.14,14.58%,-0.607456,15:59 ET
AMD,119.21,Call,118.00,2024-12-27,7,3.05,3.1,3.15,3.16,1012,474,2.14,36.43%,0.596724,15:59 ET
FDX,275.73,Call,275.00,2024-12-27,7,4.15,4.33,4.5,4.4,1455,680,2.14,25.99%,0.541804,2024-12-20
PLTR,80.55,Put,75.00,2025-01-03,14,1.62,1.64,1.66,1.65,2575,1206,2.14,63.25%,-0.257647,15:59 ET
AAPL,254.49,Call,235.00,2025-01-24,35,21.8,22.4,23.0,21.02,546,256,2.13,28.64%,0.837742,15:42 ET
HOOD,38.33,Call,38.50,2025-01-03,14,1.7,1.84,1.98,1.8,585,275,2.13,61.76%,0.515317,15:57 ET
ENPH,71.45,Call,68.00,2024-12-20,0,2.96,3.43,3.9,3.5,764,359,2.13,57.41%,0.953337,15:58 ET
META,585.25,Put,595.00,2025-01-03,14,15.8,17.18,18.55,18.55,1019,478,2.13,29.56%,-0.594073,15:59 ET
BRK.B,453.2,Put,440.00,2024-12-27,7,0.43,0.46,0.5,0.48,1129,531,2.13,16.92%,-0.095517,2024-12-20
AMD,119.21,Put,117.00,2024-12-27,7,1.39,1.42,1.45,1.43,2516,1183,2.13,36.92%,-0.342315,15:59 ET
AMD,119.21,Call,119.00,2024-12-27,7,2.47,2.52,2.57,2.55,4497,2108,2.13,36.33%,0.530952,15:59 ET
PLTR,80.55,Put,80.00,2025-02-21,63,9.15,9.45,9.75,9.7,6290,2952,2.13,77.46%,-0.420939,15:58 ET
BA,177.35,Call,182.50,2024-12-27,7,1.1,1.19,1.28,1.22,4270,2015,2.12,31.67%,0.263963,2024-12-20
TSLA,421.06,Put,435.00,2024-12-27,7,20.1,20.95,21.8,21.25,15339,7244,2.12,56.50%,-0.644262,15:59 ET
ARM,132.15,Call,136.00,2024-12-20,0,0.35,0.46,0.58,0.58,563,266,2.12,68.99%,0.217749,15:59 ET
NVO,85.0,Call,175.00,2026-01-16,392,0.81,0.88,0.94,0.84,677,320,2.12,39.17%,0.064521,2024-12-20
META,585.25,Call,637.50,2024-12-27,7,0.25,0.28,0.31,0.27,805,380,2.12,31.61%,0.027882,15:59 ET
WDC,60.24,Call,70.00,2025-04-17,117,2.63,2.78,2.93,2.92,699,332,2.11,45.54%,0.326555,15:48 ET
JNPR,37.24,Call,38.00,2025-01-17,28,0.55,0.65,0.75,0.7,1296,615,2.11,24.34%,0.404277,2024-12-20
FNKO,12.49,Call,12.50,2025-02-21,63,1.2,1.45,1.7,1.29,1521,721,2.11,60.60%,0.560832,15:18 ET
MRVL,111.9,Call,112.00,2024-12-27,7,1.69,2.72,3.75,2.05,1771,839,2.11,33.22%,0.508668,15:57 ET
META,585.25,Call,590.00,2024-12-27,7,6.9,7.15,7.4,7.0,1795,850,2.11,27.66%,0.432202,15:59 ET
DJT,34.71,Call,37.50,2025-01-17,28,2.7,2.74,2.77,2.75,2813,1336,2.11,99.23%,0.447831,15:59 ET
GALT,1.04,Call,1.00,2025-01-17,28,0.2,0.28,0.35,0.3,507,241,2.1,251.89%,0.659125,15:59 ET
ZIM,18.29,Put,18.16,2024-12-27,7,0.38,0.42,0.45,0.45,740,352,2.1,49.00%,-0.45697,2024-12-20
IONQ,44.42,Call,60.00,2025-04-17,117,8.55,9.35,10.15,9.1,989,470,2.1,135.46%,0.50379,2024-12-20
JBLU,7.44,Call,10.00,2025-03-21,90,0.28,0.3,0.32,0.33,1473,702,2.1,66.35%,0.241804,13:40 ET
META,585.25,Put,580.00,2024-12-27,7,6.6,6.75,6.9,6.6,3013,1436,2.1,28.46%,-0.395377,15:59 ET
OXY,47.13,Call,47.00,2024-12-20,0,0.12,0.23,0.34,0.18,8057,3834,2.1,10.18%,0.704904,2024-12-20
MSFT,436.6,Put,440.00,2024-12-20,0,2.8,4.0,5.2,3.0,16255,7791,2.09,35.73%,-0.657105,15:59 ET
GS,566.1,Call,570.00,2024-12-27,7,4.85,5.28,5.7,5.22,502,240,2.09,21.95%,0.422492,2024-12-20
MDB,245.63,Call,300.00,2025-01-10,21,0.2,0.66,1.12,0.68,927,444,2.09,50.03%,0.056557,15:44 ET
SEDG,14.77,Call,14.50,2024-12-20,0,0.07,0.3,0.52,0.3,2052,982,2.09,38.66%,0.825063,15:59 ET
BX,170.84,Call,185.00,2025-01-17,28,0.81,1.02,1.23,1.0,3200,1528,2.09,26.77%,0.155944,2024-12-20
DOW,39.94,Put,60.00,2025-01-17,28,17.6,18.85,20.1,19.95,600,289,2.08,65.06%,-0.982128,2024-12-20
LYB,73.5,Put,100.00,2025-01-17,28,24.0,26.4,28.8,26.5,760,365,2.08,112.90%,-0.794334,2024-12-20
MAT,17.86,Call,18.00,2025-01-17,28,0.45,0.6,0.75,0.6,1316,634,2.08,33.39%,0.487743,15:55 ET
PLTR,80.55,Put,76.00,2025-01-03,14,1.8,1.88,1.95,1.95,1802,868,2.08,62.93%,-0.292625,15:59 ET
DAL,60.93,Call,80.00,2025-02-21,63,0.29,0.39,0.48,0.43,6027,2896,2.08,44.52%,0.088729,2024-12-20
AAPL,254.49,Call,260.00,2024-12-27,7,0.38,0.42,0.46,0.43,19722,9503,2.08,14.75%,0.158864,15:59 ET
NVDA,134.7,Put,135.00,2024-12-20,0,0.1,0.17,0.23,0.2,80929,38921,2.08,0.00%,0.0,15:59 ET
NVDA,134.7,Put,126.00,2024-12-27,7,0.52,0.55,0.58,0.57,9328,4507,2.07,44.89%,-0.131821,15:59 ET
TSLA,421.06,Put,447.50,2024-12-20,0,24.9,26.9,28.9,26.0,11293,5466,2.07,122.51%,-0.822302,15:59 ET
PEP,152.79,Put,135.00,2025-03-21,90,0.45,1.59,2.72,1.23,638,308,2.07,23.75%,-0.129362,14:18 ET
SBUX,87.97,Put,88.00,2024-12-20,0,0.0,0.23,0.45,0.49,915,442,2.07,26.15%,-0.506085,15:49 ET
DLTR,72.94,Put,100.00,2025-01-17,28,25.85,27.53,29.2,28.2,1640,792,2.07,97.27%,-0.851615,14:39 ET
NVO,85.0,Call,87.50,2025-01-17,28,1.77,1.95,2.12,2.0,1795,868,2.07,31.70%,0.396515,2024-12-20
COP,95.12,Put,120.00,2025-01-17,28,23.25,24.43,25.6,24.15,2910,1408,2.07,63.95%,-0.88971,2024-12-20
RGTI,9.37,Put,7.00,2026-01-16,392,3.5,3.55,3.6,3.58,521,253,2.06,161.72%,-0.152746,15:37 ET
PANW,186.78,Call,188.75,2024-12-27,7,1.71,2.0,2.29,2.22,559,271,2.06,29.30%,0.414213,15:58 ET
DJT,34.71,Put,32.50,2024-12-27,7,0.2,0.31,0.41,0.38,656,318,2.06,63.34%,-0.211035,15:58 ET
KR,61.85,Call,63.00,2024-12-27,7,0.0,0.15,0.29,0.24,952,462,2.06,18.93%,0.250967,2024-12-20
IONQ,44.42,Call,60.00,2026-01-16,392,16.45,16.67,16.9,17.0,1398,677,2.06,114.07%,0.646247,2024-12-20
AVGO,220.79,Put,217.50,2024-12-27,7,2.37,2.79,3.2,2.98,1716,835,2.06,37.07%,-0.37083,15:59 ET
TSLA,421.06,Put,407.50,2024-12-27,7,6.55,7.03,7.5,7.45,2298,1113,2.06,57.94%,-0.323643,15:59 ET
SOUN,21.75,Call,19.50,2024-12-20,0,1.84,2.15,2.45,2.27,4047,1962,2.06,110.18%,0.973941,15:59 ET
MSFT,436.6,Put,430.00,2024-12-27,7,1.73,1.92,2.11,1.95,7630,3727,2.05,19.20%,-0.270904,15:59 ET
NVDA,134.7,Put,133.00,2024-12-27,7,1.9,1.96,2.03,1.98,20330,9926,2.05,37.74%,-0.388575,15:59 ET
LMND,41.54,Call,45.00,2025-03-21,90,6.0,6.45,6.9,6.55,1013,494,2.05,94.18%,0.534101,2024-12-20
NVDA,134.7,Call,275.00,2025-09-19,272,2.62,2.67,2.71,2.53,2032,993,2.05,53.55%,0.106757,15:36 ET
CCL,26.8,Call,30.00,2025-03-21,90,0.85,0.99,1.13,1.05,549,269,2.04,42.43%,0.318682,2024-12-20
PDD,99.51,Put,98.00,2024-12-27,7,0.98,1.07,1.16,1.08,671,329,2.04,32.29%,-0.351645,15:55 ET
LLY,767.76,Call,800.00,2024-12-27,7,2.58,2.79,2.99,2.76,1029,505,2.04,29.63%,0.167577,2024-12-20
ARM,132.15,Put,132.00,2024-12-20,0,1.11,1.49,1.86,1.49,1150,563,2.04,57.38%,-0.477507,15:59 ET
QUBT,17.62,Call,22.00,2024-12-27,7,0.6,0.8,1.0,0.83,1739,854,2.04,221.88%,0.285658,15:58 ET
COIN,278.71,Put,250.00,2024-12-27,7,1.6,1.69,1.77,1.65,2060,1011,2.04,69.96%,-0.119229,15:59 ET
AAPL,254.49,Put,232.50,2024-12-27,7,0.16,0.21,0.25,0.19,2079,1017,2.04,37.08%,-0.035912,15:54 ET
CEG,227.02,Call,290.00,2025-01-17,28,0.0,0.38,0.75,0.67,2829,1389,2.04,51.43%,0.051905,15:09 ET
SOUN,21.75,Put,17.00,2024-12-27,7,0.07,0.16,0.24,0.23,4991,2452,2.04,150.52%,-0.098288,15:59 ET
AVGO,220.79,Call,232.50,2024-12-27,7,0.75,0.91,1.06,0.93,4105,2026,2.03,36.39%,0.161922,15:59 ET
QUBT,17.62,Put,19.00,2024-12-27,7,3.2,3.45,3.7,3.3,728,358,2.03,254.55%,-0.514291,15:59 ET
MSTR,364.2,Call,335.00,2024-12-27,7,35.1,37.08,39.05,35.05,833,410,2.03,97.27%,0.756283,15:58 ET
DKNG,40.35,Call,43.00,2024-12-27,7,0.13,0.15,0.16,0.14,957,472,2.03,39.30%,0.130204,15:59 ET
TSLA,421.06,Call,440.00,2025-01-24,35,28.0,28.25,28.5,28.1,1349,663,2.03,67.96%,0.466646,15:59 ET
IONQ,44.42,Call,40.00,2024-12-27,7,5.45,5.78,6.1,5.5,2761,1360,2.03,116.48%,0.769126,2024-12-20
LOW,247.72,Put,210.00,2026-01-16,392,8.4,8.93,9.45,10.0,800,397,2.02,26.54%,-0.204686,2024-12-20
AMD,119.21,Call,117.00,2024-12-20,0,2.05,2.26,2.47,2.3,1083,536,2.02,27.66%,0.906248,15:59 ET
ARM,132.15,Put,130.00,2024-12-27,7,3.15,3.35,3.55,3.25,1365,677,2.02,59.17%,-0.401275,15:58 ET
NFLX,909.05,Put,890.00,2024-12-27,7,4.95,5.33,5.7,5.3,1516,749,2.02,25.83%,-0.263931,15:59 ET
MU,90.12,Call,87.00,2024-12-27,7,3.8,3.88,3.95,3.85,2688,1329,2.02,37.46%,0.764226,15:59 ET
PLTR,80.55,Call,76.00,2024-12-27,7,5.5,5.6,5.7,5.6,12021,5953,2.02,62.11%,0.767091,15:59 ET
MARA,19.96,Call,20.00,2024-12-27,7,0.95,0.97,0.98,0.95,9846,4891,2.01,87.17%,0.520356,16:00 ET
ENVX,9.73,Call,13.00,2025-04-17,117,1.01,1.51,2.0,1.11,718,357,2.01,93.44%,0.398613,15:49 ET
QBTS,6.44,Call,9.00,2025-01-03,14,0.45,0.48,0.5,0.5,1148,570,2.01,240.93%,0.319253,2024-12-20
FDX,275.73,Call,320.00,2025-01-17,28,0.17,0.29,0.41,0.25,3449,1718,2.01,27.85%,0.031002,2024-12-20
ABUS,3.21,Call,3.50,2025-03-21,90,0.05,0.4,0.75,0.25,1002,501,2.0,55.04%,0.44404,13:58 ET
GSM,3.87,Put,3.00,2025-06-20,181,0.0,0.25,0.5,0.25,1500,750,2.0,63.38%,-0.20466,13:18 ET
UBER,60.73,Put,59.00,2024-12-27,7,0.26,0.4,0.54,0.42,3259,1626,2.0,32.82%,-0.249623,2024-12-20
AVGO,220.79,Put,222.50,2024-12-27,7,4.6,5.05,5.5,5.25,3995,1998,2.0,36.09%,-0.547268,15:59 ET
WFC,70.34,Call,73.00,2025-01-03,14,0.4,0.43,0.45,0.4,536,269,1.99,23.38%,0.220947,2024-12-20
AMAT,163.59,Call,165.00,2024-12-27,7,1.67,1.92,2.17,1.8,724,364,1.99,26.37%,0.42151,15:58 ET
ARM,132.15,Put,120.00,2024-12-27,7,0.62,0.8,0.99,0.8,749,376,1.99,64.80%,-0.129549,15:55 ET
HOOD,38.33,Call,39.00,2025-01-03,14,1.43,1.51,1.59,1.53,1081,542,1.99,60.17%,0.470804,15:59 ET
ARCC,21.38,Put,21.00,2025-06-20,181,0.4,2.65,4.9,1.0,504,254,1.98,16.76%,-0.467217,15:33 ET
TSM,197.21,Put,172.50,2024-12-27,7,0.01,0.09,0.16,0.15,504,255,1.98,51.46%,-0.027224,2024-12-20
LYFT,13.57,Call,14.50,2025-01-03,14,0.16,0.27,0.38,0.16,561,283,1.98,44.16%,0.241055,15:44 ET
WDC,60.24,Call,62.50,2025-01-17,28,1.72,1.77,1.82,1.87,1625,821,1.98,40.36%,0.394663,15:53 ET
BBIO,26.49,Call,30.00,2025-05-16,146,2.85,4.13,5.4,2.85,2036,1026,1.98,59.57%,0.461797,15:56 ET
AVGO,220.79,Put,225.00,2024-12-27,7,6.3,6.9,7.5,6.3,3841,1943,1.98,31.92%,-0.653723,15:59 ET
MSFT,436.6,Put,422.50,2024-12-27,7,0.87,0.95,1.03,0.91,929,471,1.97,22.09%,-0.133472,15:59 ET
AAL,16.88,Put,10.00,2027-01-15,756,0.85,0.98,1.11,1.0,2301,1166,1.97,48.64%,-0.121836,12:41 ET
MSTR,364.2,Call,420.00,2025-01-03,14,10.05,10.5,10.95,10.5,846,432,1.96,99.75%,0.26659,15:55 ET
WULF,6.61,Call,9.00,2025-03-21,90,1.05,1.13,1.2,1.15,5186,2660,1.95,163.53%,0.432582,15:58 ET
NVDA,134.7,Put,118.00,2025-01-24,35,1.39,1.73,2.06,2.08,627,322,1.95,47.07%,-0.156988,15:58 ET
AMAT,163.59,Call,175.00,2025-03-21,90,8.05,9.5,10.95,9.0,687,352,1.95,40.26%,0.421375,15:59 ET
ALLY,34.86,Put,34.00,2025-01-17,28,0.8,0.88,0.95,0.85,1473,754,1.95,32.77%,-0.370298,2024-12-20
MSFT,436.6,Put,375.00,2025-04-17,117,4.75,4.98,5.2,4.75,2100,1079,1.95,27.44%,-0.130704,14:08 ET
AAPL,254.49,Call,237.50,2024-12-27,7,17.15,17.95,18.75,17.14,758,391,1.94,41.57%,0.893019,15:55 ET
IONQ,44.42,Call,41.50,2024-12-20,0,2.58,3.22,3.85,2.7,814,419,1.94,232.29%,0.73395,2024-12-20
MSTR,364.2,Put,365.00,2024-12-27,7,16.6,17.05,17.5,17.6,831,428,1.94,83.43%,-0.482136,15:59 ET
NKE,76.94,Put,74.00,2024-12-27,7,0.13,0.23,0.33,0.18,3148,1620,1.94,25.63%,-0.129648,2024-12-20
TSLA,421.06,Call,710.00,2025-01-03,14,0.15,0.2,0.25,0.22,631,327,1.93,105.94%,0.008075,15:09 ET
AFRM,65.64,Put,62.00,2024-12-27,7,0.87,0.91,0.94,1.04,686,355,1.93,65.10%,-0.246174,15:42 ET
SIRI,23.08,Call,22.50,2024-12-20,0,0.51,0.62,0.73,0.53,822,426,1.93,78.33%,0.740723,15:52 ET
TEM,35.54,Call,45.00,2025-01-17,28,1.35,1.68,2.0,1.64,1155,598,1.93,112.77%,0.278176,15:55 ET
CVS,44.36,Put,56.00,2024-12-27,7,11.5,11.73,11.95,11.65,1860,965,1.93,67.05%,-0.992381,2024-12-20
AMD,119.21,Put,120.00,2024-12-20,0,0.72,0.81,0.9,0.7,34963,18190,1.92,9.87%,-0.904764,15:59 ET
MSTR,364.2,Call,327.50,2024-12-20,0,32.95,36.45,39.95,32.66,782,408,1.92,208.14%,0.850232,15:52 ET
M,16.24,Call,16.00,2024-12-27,7,0.31,0.4,0.49,0.49,908,472,1.92,40.08%,0.616417,2024-12-20
U,22.51,Call,28.00,2025-02-21,63,1.25,1.51,1.76,1.65,1209,631,1.92,89.76%,0.352582,2024-12-20
TSLA,421.06,Call,425.00,2025-01-03,14,20.0,21.63,23.25,20.85,1838,958,1.92,67.92%,0.503862,15:59 ET
AMZN,224.92,Put,217.50,2024-12-27,7,0.66,0.8,0.93,0.89,3160,1645,1.92,28.08%,-0.183433,15:59 ET
BYND,3.55,Call,4.00,2025-01-17,28,0.2,0.23,0.26,0.23,3459,1803,1.92,99.33%,0.388383,15:58 ET
IONQ,44.42,Put,39.00,2024-12-27,7,0.8,0.88,0.96,0.89,672,351,1.91,122.53%,-0.195879,2024-12-20
CLSK,11.14,Put,13.00,2025-01-10,21,2.33,2.38,2.43,2.41,817,427,1.91,112.61%,-0.667054,15:03 ET
